alpha,run,eps,min_samples,mi_A,mi_B,mi_C,mi_D,polarization_mean
0.1,1,15.0,3,0.0979889137747458,0.0,0.08523140851408821,0.08523140851408821,0.22419041065910755
0.1,2,15.0,3,0.0979889137747458,0.0,0.08523140851408821,0.08523140851408821,0.22419041065910755
0.1,3,15.0,3,0.0979889137747458,0.0,0.08523140851408821,0.08523140851408821,0.22419041065910755
0.1,4,15.0,3,0.0979889137747458,0.0,0.08523140851408821,0.08523140851408821,0.22419041065910755
0.1,5,15.0,3,0.0979889137747458,0.0,0.08523140851408821,0.08523140851408821,0.22419041065910755
0.1,6,15.0,3,0.0979889137747458,0.0,0.08523140851408821,0.08523140851408821,0.22419041065910755
0.1,7,15.0,3,0.0979889137747458,0.0,0.08523140851408821,0.08523140851408821,0.22419041065910755
0.1,8,15.0,3,0.0979889137747458,0.0,0.08523140851408821,0.08523140851408821,0.22419041065910755
0.1,9,15.0,3,0.0979889137747458,0.0,0.08523140851408821,0.08523140851408821,0.22419041065910755
0.11,0,15.0,3,0.1557663946051967,0.0,0.06804237908768113,0.06804237908768113,0.22008722217845814
0.11,1,15.0,3,0.1557663946051967,0.0,0.06804237908768113,0.06804237908768113,0.22008722217845814
0.11,2,15.0,3,0.19168265006783108,0.19061296543046755,0.15511701879519177,0.3226125674521409,0.3993229760356021
0.11,3,15.0,3,0.19168265006783108,0.19061296543046755,0.15511701879519177,0.3226125674521409,0.3993229760356021
0.11,4,15.0,3,0.19168265006783108,0.19061296543046755,0.15511701879519177,0.3226125674521409,0.3993229760356021
0.11,5,15.0,3,0.19168265006783108,0.19061296543046755,0.15511701879519177,0.3226125674521409,0.3993229760356021
0.11,6,15.0,3,0.19168265006783108,0.19061296543046755,0.15511701879519177,0.3226125674521409,0.3993229760356021
0.11,7,15.0,3,0.19168265006783108,0.19061296543046755,0.15511701879519177,0.3226125674521409,0.3993229760356021
0.11,8,15.0,3,0.19168265006783108,0.19061296543046755,0.15511701879519177,0.3226125674521409,0.3993229760356021
0.11,9,15.0,3,0.19168265006783108,0.19061296543046755,0.15511701879519177,0.3226125674521409,0.3993229760356021
0.12,0,15.0,3,0.1653701253554706,0.1653701253554706,0.24672651946256957,0.4122617548717978,0.406854241363229
0.12,1,15.0,3,0.1653701253554706,0.1653701253554706,0.24672651946256957,0.4122617548717978,0.406854241363229
0.12,2,15.0,3,0.1653701253554706,0.1653701253554706,0.24672651946256957,0.4122617548717978,0.406854241363229
0.12,3,15.0,3,0.1653701253554706,0.1653701253554706,0.24672651946256957,0.4122617548717978,0.406854241363229
0.12,4,15.0,3,0.1653701253554706,0.1653701253554706,0.24672651946256957,0.4122617548717978,0.406854241363229
0.12,5,15.0,3,0.1653701253554706,0.1653701253554706,0.24672651946256957,0.4122617548717978,0.406854241363229
0.12,6,15.0,3,0.1653701253554706,0.1653701253554706,0.24672651946256957,0.4122617548717978,0.406854241363229
0.12,7,15.0,3,0.1653701253554706,0.1653701253554706,0.24672651946256957,0.4122617548717978,0.406854241363229
0.12,8,15.0,3,0.1064285169596886,0.07491211228215258,0.35933600734602156,0.4472344010859124,0.3745441825288708
0.12,9,15.0,3,0.1064285169596886,0.07491211228215258,0.35933600734602156,0.4472344010859124,0.3745441825288708
0.13,0,15.0,3,0.1537813872970672,0.12370395885205909,0.2917310596274193,0.38205769932011174,0.39688734988402213
0.13,1,15.0,3,0.1537813872970672,0.12370395885205909,0.2917310596274193,0.38205769932011174,0.39688734988402213
0.13,2,15.0,3,0.1537813872970672,0.12370395885205909,0.2917310596274193,0.38205769932011174,0.39688734988402213
0.13,3,15.0,3,0.1537813872970672,0.12370395885205909,0.2917310596274193,0.38205769932011174,0.39688734988402213
0.13,4,15.0,3,0.1537813872970672,0.12370395885205909,0.2917310596274193,0.38205769932011174,0.39688734988402213
0.13,5,15.0,3,0.1537813872970672,0.12370395885205909,0.2917310596274193,0.38205769932011174,0.39688734988402213
0.13,6,15.0,3,0.1537813872970672,0.12370395885205909,0.2917310596274193,0.38205769932011174,0.39688734988402213
0.13,7,15.0,3,0.1537813872970672,0.12370395885205909,0.2917310596274193,0.38205769932011174,0.39688734988402213
0.13,8,15.0,3,0.1537813872970672,0.12370395885205909,0.2917310596274193,0.38205769932011174,0.39688734988402213
0.13,9,15.0,3,0.1537813872970672,0.12370395885205909,0.2917310596274193,0.38205769932011174,0.39688734988402213
0.14,0,15.0,3,0.14265133381414777,0.12435762092529119,0.20580981251990432,0.3059192708803361,0.39967993029023097
0.14,1,15.0,3,0.14265133381414777,0.12435762092529119,0.20580981251990432,0.3059192708803361,0.39967993029023097
0.14,2,15.0,3,0.14265133381414777,0.12435762092529119,0.20580981251990432,0.3059192708803361,0.39967993029023097
0.14,3,15.0,3,0.14265133381414777,0.12435762092529119,0.20580981251990432,0.3059192708803361,0.39967993029023097
0.14,4,15.0,3,0.08974041879163805,0.06527064832407813,0.056697074930280277,0.1179106849959709,0.3674918648266686
0.14,5,15.0,3,0.08974041879163805,0.06527064832407813,0.056697074930280277,0.1179106849959709,0.3674918648266686
0.14,6,15.0,3,0.08974041879163805,0.06527064832407813,0.056697074930280277,0.1179106849959709,0.3674918648266686
0.14,7,15.0,3,0.08974041879163805,0.06527064832407813,0.056697074930280277,0.1179106849959709,0.3674918648266686
0.14,8,15.0,3,0.08974041879163805,0.06527064832407813,0.056697074930280277,0.1179106849959709,0.3674918648266686
0.14,9,15.0,3,0.08974041879163805,0.06527064832407813,0.056697074930280277,0.1179106849959709,0.3674918648266686
0.15,0,15.0,3,0.0823366623276247,0.07496394322180318,0.02390748113244537,0.1018187132093355,0.37374180565533177
0.15,1,15.0,3,0.0823366623276247,0.07496394322180318,0.02390748113244537,0.1018187132093355,0.37374180565533177
0.15,2,15.0,3,0.0823366623276247,0.07496394322180318,0.02390748113244537,0.1018187132093355,0.37374180565533177
0.15,3,15.0,3,0.0823366623276247,0.07496394322180318,0.02390748113244537,0.1018187132093355,0.37374180565533177
0.15,4,15.0,3,0.0823366623276247,0.07496394322180318,0.02390748113244537,0.1018187132093355,0.37374180565533177
0.15,5,15.0,3,0.0823366623276247,0.07496394322180318,0.02390748113244537,0.1018187132093355,0.37374180565533177
0.15,6,15.0,3,0.0823366623276247,0.07496394322180318,0.02390748113244537,0.1018187132093355,0.37374180565533177
0.15,7,15.0,3,0.0823366623276247,0.07496394322180318,0.02390748113244537,0.1018187132093355,0.37374180565533177
0.15,8,15.0,3,0.0823366623276247,0.07496394322180318,0.02390748113244537,0.1018187132093355,0.37374180565533177
0.15,9,15.0,3,0.0823366623276247,0.07496394322180318,0.02390748113244537,0.1018187132093355,0.37374180565533177
0.16,0,15.0,3,0.058354280149091005,0.03792436815674496,0.1691401685533018,0.21099835507792658,0.6828866772824391
0.16,1,15.0,3,0.058354280149091005,0.03792436815674496,0.1691401685533018,0.21099835507792658,0.6828866772824391
0.16,2,15.0,3,0.058354280149091005,0.03792436815674496,0.1691401685533018,0.21099835507792658,0.6828866772824391
0.16,3,15.0,3,0.058354280149091005,0.03792436815674496,0.1691401685533018,0.21099835507792658,0.6828866772824391
0.16,4,15.0,3,0.058354280149091005,0.03792436815674496,0.1691401685533018,0.21099835507792658,0.6828866772824391
0.16,5,15.0,3,0.058354280149091005,0.03792436815674496,0.1691401685533018,0.21099835507792658,0.6828866772824391
0.16,6,15.0,3,0.058354280149091005,0.03792436815674496,0.1691401685533018,0.21099835507792658,0.6828866772824391
0.16,7,15.0,3,0.058354280149091005,0.03792436815674496,0.1691401685533018,0.21099835507792658,0.6828866772824391
0.16,8,15.0,3,0.058354280149091005,0.03792436815674496,0.1691401685533018,0.21099835507792658,0.6828866772824391
0.16,9,15.0,3,0.058354280149091005,0.03792436815674496,0.1691401685533018,0.21099835507792658,0.6828866772824391
0.17,0,15.0,3,0.06677300354921975,0.042916921136766886,0.1387062956780314,0.18150765569197932,0.6912285502073943
0.17,1,15.0,3,0.06677300354921975,0.042916921136766886,0.1387062956780314,0.18150765569197932,0.6912285502073943
0.17,2,15.0,3,0.06677300354921975,0.042916921136766886,0.1387062956780314,0.18150765569197932,0.6912285502073943
0.17,3,15.0,3,0.06677300354921975,0.042916921136766886,0.1387062956780314,0.18150765569197932,0.6912285502073943
0.17,4,15.0,3,0.06677300354921975,0.042916921136766886,0.1387062956780314,0.18150765569197932,0.6912285502073943
0.17,5,15.0,3,0.06677300354921975,0.042916921136766886,0.1387062956780314,0.18150765569197932,0.6912285502073943
0.17,6,15.0,3,0.07671723097157077,0.01346505694722996,0.2128873514060052,0.22765357699625735,0.381318418969413
0.17,7,15.0,3,0.07671723097157077,0.01346505694722996,0.2128873514060052,0.22765357699625735,0.381318418969413
0.17,8,15.0,3,0.07671723097157077,0.01346505694722996,0.2128873514060052,0.22765357699625735,0.381318418969413
0.17,9,15.0,3,0.07671723097157077,0.01346505694722996,0.2128873514060052,0.22765357699625735,0.381318418969413
0.18,0,15.0,3,0.15800338037728545,0.02385608241245287,0.1415334668228447,0.16488584570402862,0.3912646631246477
0.18,1,15.0,3,0.15800338037728545,0.02385608241245287,0.1415334668228447,0.16488584570402862,0.3912646631246477
0.18,2,15.0,3,0.15800338037728545,0.02385608241245287,0.1415334668228447,0.16488584570402862,0.3912646631246477
0.18,3,15.0,3,0.15800338037728545,0.02385608241245287,0.1415334668228447,0.16488584570402862,0.3912646631246477
0.18,4,15.0,3,0.15800338037728545,0.02385608241245287,0.1415334668228447,0.16488584570402862,0.3912646631246477
0.18,5,15.0,3,0.15800338037728545,0.02385608241245287,0.1415334668228447,0.16488584570402862,0.3912646631246477
0.18,6,15.0,3,0.15800338037728545,0.02385608241245287,0.1415334668228447,0.16488584570402862,0.3912646631246477
0.18,7,15.0,3,0.15800338037728545,0.02385608241245287,0.1415334668228447,0.16488584570402862,0.3912646631246477
0.18,8,15.0,3,0.15800338037728545,0.02385608241245287,0.1415334668228447,0.16488584570402862,0.3912646631246477
0.18,9,15.0,3,0.15800338037728545,0.02385608241245287,0.1415334668228447,0.16488584570402862,0.3912646631246477
0.19,0,15.0,3,0.03693214466519954,0.020429911992346048,0.07283251230964137,0.08997339148755457,0.4140675390155664
0.19,1,15.0,3,0.03693214466519954,0.020429911992346048,0.07283251230964137,0.08997339148755457,0.4140675390155664
0.19,2,15.0,3,0.1384101600656283,0.0,0.1078311298453411,0.1078311298453411,0.15574648971815705
0.19,3,15.0,3,0.1384101600656283,0.0,0.1078311298453411,0.1078311298453411,0.15574648971815705
0.19,4,15.0,3,0.1384101600656283,0.0,0.1078311298453411,0.1078311298453411,0.15574648971815705
0.19,5,15.0,3,0.1384101600656283,0.0,0.1078311298453411,0.1078311298453411,0.15574648971815705
0.19,6,15.0,3,0.1384101600656283,0.0,0.1078311298453411,0.1078311298453411,0.15574648971815705
0.19,7,15.0,3,0.1384101600656283,0.0,0.1078311298453411,0.1078311298453411,0.15574648971815705
0.19,8,15.0,3,0.1384101600656283,0.0,0.1078311298453411,0.1078311298453411,0.15574648971815705
0.19,9,15.0,3,0.1384101600656283,0.0,0.1078311298453411,0.1078311298453411,0.15574648971815705
0.2,0,15.0,3,0.14162234776755353,0.0,0.13083394692599642,0.13083394692599642,0.1607532277047955
0.2,1,15.0,3,0.14162234776755353,0.0,0.13083394692599642,0.13083394692599642,0.1607532277047955
0.2,2,15.0,3,0.14162234776755353,0.0,0.13083394692599642,0.13083394692599642,0.1607532277047955
0.2,3,15.0,3,0.14162234776755353,0.0,0.13083394692599642,0.13083394692599642,0.1607532277047955
0.2,4,15.0,3,0.14162234776755353,0.0,0.13083394692599642,0.13083394692599642,0.1607532277047955
0.2,5,15.0,3,0.14162234776755353,0.0,0.13083394692599642,0.13083394692599642,0.1607532277047955
0.2,6,15.0,3,0.14162234776755353,0.0,0.13083394692599642,0.13083394692599642,0.1607532277047955
0.2,7,15.0,3,0.14162234776755353,0.0,0.13083394692599642,0.13083394692599642,0.1607532277047955
0.2,8,15.0,3,0.054998589642629166,0.0,0.10035771261151806,0.10035771261151806,0.28535942262322583
0.2,9,15.0,3,0.054998589642629166,0.0,0.10035771261151806,0.10035771261151806,0.28535942262322583
0.21,0,15.0,3,0.11484663995743674,0.0,0.2106810763467454,0.2106810763467454,0.28537279533722637
0.21,1,15.0,3,0.11484663995743674,0.0,0.2106810763467454,0.2106810763467454,0.28537279533722637
0.21,2,15.0,3,0.11484663995743674,0.0,0.2106810763467454,0.2106810763467454,0.28537279533722637
0.21,3,15.0,3,0.11484663995743674,0.0,0.2106810763467454,0.2106810763467454,0.28537279533722637
0.21,4,15.0,3,0.11484663995743674,0.0,0.2106810763467454,0.2106810763467454,0.28537279533722637
0.21,5,15.0,3,0.11484663995743674,0.0,0.2106810763467454,0.2106810763467454,0.28537279533722637
0.21,6,15.0,3,0.11484663995743674,0.0,0.2106810763467454,0.2106810763467454,0.28537279533722637
0.21,7,15.0,3,0.11484663995743674,0.0,0.2106810763467454,0.2106810763467454,0.28537279533722637
0.21,8,15.0,3,0.11484663995743674,0.0,0.2106810763467454,0.2106810763467454,0.28537279533722637
0.21,9,15.0,3,0.11484663995743674,0.0,0.2106810763467454,0.2106810763467454,0.28537279533722637
0.22,0,15.0,3,0.03667308650819833,0.0,0.11529693923887349,0.11529693923887349,0.30118683072795865
0.22,1,15.0,3,0.03667308650819833,0.0,0.11529693923887349,0.11529693923887349,0.30118683072795865
0.22,2,15.0,3,0.03667308650819833,0.0,0.11529693923887349,0.11529693923887349,0.30118683072795865
0.22,3,15.0,3,0.03667308650819833,0.0,0.11529693923887349,0.11529693923887349,0.30118683072795865
0.22,4,15.0,3,0.049198496771519926,0.022617747641591152,0.13658249941203857,0.1615394632010035,0.7451383953442131
0.22,5,15.0,3,0.049198496771519926,0.022617747641591152,0.13658249941203857,0.1615394632010035,0.7451383953442131
0.22,6,15.0,3,0.049198496771519926,0.022617747641591152,0.13658249941203857,0.1615394632010035,0.7451383953442131
0.22,7,15.0,3,0.049198496771519926,0.022617747641591152,0.13658249941203857,0.1615394632010035,0.7451383953442131
0.22,8,15.0,3,0.049198496771519926,0.022617747641591152,0.13658249941203857,0.1615394632010035,0.7451383953442131
0.22,9,15.0,3,0.049198496771519926,0.022617747641591152,0.13658249941203857,0.1615394632010035,0.7451383953442131
0.23,0,15.0,3,0.05791656255328483,0.021435890462150775,0.1291180559686607,0.14502437214922614,0.7541793137053213
0.23,1,15.0,3,0.05791656255328483,0.021435890462150775,0.1291180559686607,0.14502437214922614,0.7541793137053213
0.23,2,15.0,3,0.05791656255328483,0.021435890462150775,0.1291180559686607,0.14502437214922614,0.7541793137053213
0.23,3,15.0,3,0.05791656255328483,0.021435890462150775,0.1291180559686607,0.14502437214922614,0.7541793137053213
0.23,4,15.0,3,0.05791656255328483,0.021435890462150775,0.1291180559686607,0.14502437214922614,0.7541793137053213
0.23,5,15.0,3,0.05791656255328483,0.021435890462150775,0.1291180559686607,0.14502437214922614,0.7541793137053213
0.23,6,15.0,3,0.05791656255328483,0.021435890462150775,0.1291180559686607,0.14502437214922614,0.7541793137053213
0.23,7,15.0,3,0.05791656255328483,0.021435890462150775,0.1291180559686607,0.14502437214922614,0.7541793137053213
0.23,8,15.0,3,0.05791656255328483,0.021435890462150775,0.1291180559686607,0.14502437214922614,0.7541793137053213
0.23,9,15.0,3,0.05791656255328483,0.021435890462150775,0.1291180559686607,0.14502437214922614,0.7541793137053213
0.24,0,15.0,3,0.04426007100819267,0.016486429433606162,0.06542553909853269,0.08148418018024073,0.4525450859828811
0.24,1,15.0,3,0.04426007100819267,0.016486429433606162,0.06542553909853269,0.08148418018024073,0.4525450859828811
0.24,2,15.0,3,0.04426007100819267,0.016486429433606162,0.06542553909853269,0.08148418018024073,0.4525450859828811
0.24,3,15.0,3,0.04426007100819267,0.016486429433606162,0.06542553909853269,0.08148418018024073,0.4525450859828811
0.24,4,15.0,3,0.04426007100819267,0.016486429433606162,0.06542553909853269,0.08148418018024073,0.4525450859828811
0.24,5,15.0,3,0.04426007100819267,0.016486429433606162,0.06542553909853269,0.08148418018024073,0.4525450859828811
0.24,6,15.0,3,0.04426007100819267,0.016486429433606162,0.06542553909853269,0.08148418018024073,0.4525450859828811
0.24,7,15.0,3,0.04426007100819267,0.016486429433606162,0.06542553909853269,0.08148418018024073,0.4525450859828811
0.24,8,15.0,3,0.04426007100819267,0.016486429433606162,0.06542553909853269,0.08148418018024073,0.4525450859828811
0.24,9,15.0,3,0.04426007100819267,0.016486429433606162,0.06542553909853269,0.08148418018024073,0.4525450859828811
0.25,0,15.0,3,0.08288262430380022,0.010984989674473023,0.04974478603522664,0.06096435803778872,0.45925494538885814
0.25,1,15.0,3,0.08288262430380022,0.010984989674473023,0.04974478603522664,0.06096435803778872,0.45925494538885814
0.25,2,15.0,3,0.08288262430380022,0.010984989674473023,0.04974478603522664,0.06096435803778872,0.45925494538885814
0.25,3,15.0,3,0.08288262430380022,0.010984989674473023,0.04974478603522664,0.06096435803778872,0.45925494538885814
0.25,4,15.0,3,0.08288262430380022,0.010984989674473023,0.04974478603522664,0.06096435803778872,0.45925494538885814
0.25,5,15.0,3,0.08288262430380022,0.010984989674473023,0.04974478603522664,0.06096435803778872,0.45925494538885814
0.25,6,15.0,3,0.07076725634507716,0.026418882784380576,0.11681762526789535,0.14781946590065995,0.6398751892805319
0.25,7,15.0,3,0.07076725634507716,0.026418882784380576,0.11681762526789535,0.14781946590065995,0.6398751892805319
0.25,8,15.0,3,0.07076725634507716,0.026418882784380576,0.11681762526789535,0.14781946590065995,0.6398751892805319
0.25,9,15.0,3,0.07076725634507716,0.026418882784380576,0.11681762526789535,0.14781946590065995,0.6398751892805319
0.26,0,15.0,3,0.07691645890835401,0.03786888228388716,0.13437056484079832,0.17718873283772374,0.651483228819915
0.26,1,15.0,3,0.07691645890835401,0.03786888228388716,0.13437056484079832,0.17718873283772374,0.651483228819915
0.26,2,15.0,3,0.07691645890835401,0.03786888228388716,0.13437056484079832,0.17718873283772374,0.651483228819915
0.26,3,15.0,3,0.07691645890835401,0.03786888228388716,0.13437056484079832,0.17718873283772374,0.651483228819915
0.26,4,15.0,3,0.07691645890835401,0.03786888228388716,0.13437056484079832,0.17718873283772374,0.651483228819915
0.26,5,15.0,3,0.07691645890835401,0.03786888228388716,0.13437056484079832,0.17718873283772374,0.651483228819915
0.26,6,15.0,3,0.07691645890835401,0.03786888228388716,0.13437056484079832,0.17718873283772374,0.651483228819915
0.26,7,15.0,3,0.07691645890835401,0.03786888228388716,0.13437056484079832,0.17718873283772374,0.651483228819915
0.26,8,15.0,3,0.07691645890835401,0.03786888228388716,0.13437056484079832,0.17718873283772374,0.651483228819915
0.26,9,15.0,3,0.07691645890835401,0.03786888228388716,0.13437056484079832,0.17718873283772374,0.651483228819915
0.27,0,15.0,3,0.10632162398473641,0.045843915192418566,0.14693249072045894,0.19435107035649465,0.6579765156718655
0.27,1,15.0,3,0.10632162398473641,0.045843915192418566,0.14693249072045894,0.19435107035649465,0.6579765156718655
0.27,2,15.0,3,0.07086472620964415,0.0011824252149021277,0.030183257033019835,0.031428313005209214,0.2884004558232576
0.27,3,15.0,3,0.07086472620964415,0.0011824252149021277,0.030183257033019835,0.031428313005209214,0.2884004558232576
0.27,4,15.0,3,0.07086472620964415,0.0011824252149021277,0.030183257033019835,0.031428313005209214,0.2884004558232576
0.27,5,15.0,3,0.07086472620964415,0.0011824252149021277,0.030183257033019835,0.031428313005209214,0.2884004558232576
0.27,6,15.0,3,0.07086472620964415,0.0011824252149021277,0.030183257033019835,0.031428313005209214,0.2884004558232576
0.27,7,15.0,3,0.07086472620964415,0.0011824252149021277,0.030183257033019835,0.031428313005209214,0.2884004558232576
0.27,8,15.0,3,0.07086472620964415,0.0011824252149021277,0.030183257033019835,0.031428313005209214,0.2884004558232576
0.27,9,15.0,3,0.07086472620964415,0.0011824252149021277,0.030183257033019835,0.031428313005209214,0.2884004558232576
0.28,0,15.0,3,0.10998583657266296,0.004584424327884224,0.012462091741951254,0.01916557858589952,0.28689191604000225
0.28,1,15.0,3,0.10998583657266296,0.004584424327884224,0.012462091741951254,0.01916557858589952,0.28689191604000225
0.28,2,15.0,3,0.10998583657266296,0.004584424327884224,0.012462091741951254,0.01916557858589952,0.28689191604000225
0.28,3,15.0,3,0.10998583657266296,0.004584424327884224,0.012462091741951254,0.01916557858589952,0.28689191604000225
0.28,4,15.0,3,0.10998583657266296,0.004584424327884224,0.012462091741951254,0.01916557858589952,0.28689191604000225
0.28,5,15.0,3,0.10998583657266296,0.004584424327884224,0.012462091741951254,0.01916557858589952,0.28689191604000225
0.28,6,15.0,3,0.10998583657266296,0.004584424327884224,0.012462091741951254,0.01916557858589952,0.28689191604000225
0.28,7,15.0,3,0.10998583657266296,0.004584424327884224,0.012462091741951254,0.01916557858589952,0.28689191604000225
0.28,8,15.0,3,0.10370931182422409,0.0,0.09281698706862601,0.09281698706862601,0.576286583164315
0.28,9,15.0,3,0.10370931182422409,0.0,0.09281698706862601,0.09281698706862601,0.576286583164315
0.29,0,15.0,3,0.06062670949860026,0.0,0.09406932670597717,0.09406932670597717,0.5877869281034139
0.29,1,15.0,3,0.06062670949860026,0.0,0.09406932670597717,0.09406932670597717,0.5877869281034139
0.29,2,15.0,3,0.06062670949860026,0.0,0.09406932670597717,0.09406932670597717,0.5877869281034139
0.29,3,15.0,3,0.06062670949860026,0.0,0.09406932670597717,0.09406932670597717,0.5877869281034139
0.29,4,15.0,3,0.06062670949860026,0.0,0.09406932670597717,0.09406932670597717,0.5877869281034139
0.29,5,15.0,3,0.06062670949860026,0.0,0.09406932670597717,0.09406932670597717,0.5877869281034139
0.29,6,15.0,3,0.06062670949860026,0.0,0.09406932670597717,0.09406932670597717,0.5877869281034139
0.29,7,15.0,3,0.06062670949860026,0.0,0.09406932670597717,0.09406932670597717,0.5877869281034139
0.29,8,15.0,3,0.06062670949860026,0.0,0.09406932670597717,0.09406932670597717,0.5877869281034139
0.29,9,15.0,3,0.06062670949860026,0.0,0.09406932670597717,0.09406932670597717,0.5877869281034139
0.3,0,15.0,3,0.07182196988588324,0.0,0.1126108688566202,0.1126108688566202,0.5915574278371544
0.3,1,15.0,3,0.07182196988588324,0.0,0.1126108688566202,0.1126108688566202,0.5915574278371544
0.3,2,15.0,3,0.07182196988588324,0.0,0.1126108688566202,0.1126108688566202,0.5915574278371544
0.3,3,15.0,3,0.07182196988588324,0.0,0.1126108688566202,0.1126108688566202,0.5915574278371544
0.3,4,15.0,3,0.07687065711722786,0.04021496466610366,0.081651444063048,0.1009435970631948,0.6472205650749296
0.3,5,15.0,3,0.07687065711722786,0.04021496466610366,0.081651444063048,0.1009435970631948,0.6472205650749296
0.3,6,15.0,3,0.07687065711722786,0.04021496466610366,0.081651444063048,0.1009435970631948,0.6472205650749296
0.3,7,15.0,3,0.07687065711722786,0.04021496466610366,0.081651444063048,0.1009435970631948,0.6472205650749296
0.3,8,15.0,3,0.07687065711722786,0.04021496466610366,0.081651444063048,0.1009435970631948,0.6472205650749296
0.3,9,15.0,3,0.07687065711722786,0.04021496466610366,0.081651444063048,0.1009435970631948,0.6472205650749296
0.0,0,15.0,5,0.0,0.0,0.1336924657957426,0.1336924657957426,0.0465498786357068
0.0,1,15.0,5,0.0,0.0,0.1336924657957426,0.1336924657957426,0.0465498786357068
0.0,2,15.0,5,0.0,0.0,0.1336924657957426,0.1336924657957426,0.0465498786357068
0.0,3,15.0,5,0.0,0.0,0.1336924657957426,0.1336924657957426,0.0465498786357068
0.0,4,15.0,5,0.0,0.0,0.1336924657957426,0.1336924657957426,0.0465498786357068
0.0,5,15.0,5,0.0,0.0,0.1336924657957426,0.1336924657957426,0.0465498786357068
0.0,6,15.0,5,0.0,0.0,0.1336924657957426,0.1336924657957426,0.0465498786357068
0.0,7,15.0,5,0.0,0.0,0.1336924657957426,0.1336924657957426,0.0465498786357068
0.0,8,15.0,5,0.0,0.0,0.1336924657957426,0.1336924657957426,0.0465498786357068
0.0,9,15.0,5,0.0,0.0,0.1336924657957426,0.1336924657957426,0.0465498786357068
0.01,0,15.0,5,0.04176275365753721,0.0,0.06417731697910448,0.06417731697910448,0.12305848099777067
0.01,1,15.0,5,0.04176275365753721,0.0,0.06417731697910448,0.06417731697910448,0.12305848099777067
0.01,2,15.0,5,0.04176275365753721,0.0,0.06417731697910448,0.06417731697910448,0.12305848099777067
0.01,3,15.0,5,0.04176275365753721,0.0,0.06417731697910448,0.06417731697910448,0.12305848099777067
0.01,4,15.0,5,0.04176275365753721,0.0,0.06417731697910448,0.06417731697910448,0.12305848099777067
0.01,5,15.0,5,0.04176275365753721,0.0,0.06417731697910448,0.06417731697910448,0.12305848099777067
0.01,6,15.0,5,0.11800840123312005,0.0,0.2118276010836162,0.2118276010836162,0.12351523796897239
0.01,7,15.0,5,0.11800840123312005,0.0,0.2118276010836162,0.2118276010836162,0.12351523796897239
0.01,8,15.0,5,0.11800840123312005,0.0,0.2118276010836162,0.2118276010836162,0.12351523796897239
0.01,9,15.0,5,0.11800840123312005,0.0,0.2118276010836162,0.2118276010836162,0.12351523796897239
0.02,0,15.0,5,0.018627755123338564,0.0,0.34442615682315714,0.34442615682315714,0.21936174802331862
0.02,1,15.0,5,0.018627755123338564,0.0,0.34442615682315714,0.34442615682315714,0.21936174802331862
0.02,2,15.0,5,0.018627755123338564,0.0,0.34442615682315714,0.34442615682315714,0.21936174802331862
0.02,3,15.0,5,0.018627755123338564,0.0,0.34442615682315714,0.34442615682315714,0.21936174802331862
0.02,4,15.0,5,0.018627755123338564,0.0,0.34442615682315714,0.34442615682315714,0.21936174802331862
0.02,5,15.0,5,0.018627755123338564,0.0,0.34442615682315714,0.34442615682315714,0.21936174802331862
0.02,6,15.0,5,0.018627755123338564,0.0,0.34442615682315714,0.34442615682315714,0.21936174802331862
0.02,7,15.0,5,0.018627755123338564,0.0,0.34442615682315714,0.34442615682315714,0.21936174802331862
0.02,8,15.0,5,0.018627755123338564,0.0,0.34442615682315714,0.34442615682315714,0.21936174802331862
0.02,9,15.0,5,0.018627755123338564,0.0,0.34442615682315714,0.34442615682315714,0.21936174802331862
0.03,0,15.0,5,0.0653864879253146,0.0,0.1936297928373452,0.1936297928373452,0.25532435766961303
0.03,1,15.0,5,0.0653864879253146,0.0,0.1936297928373452,0.1936297928373452,0.25532435766961303
0.03,2,15.0,5,0.11587782276785227,0.017098713747144098,0.24286520869506362,0.2646329200541785,0.43906448491399414
0.03,3,15.0,5,0.11587782276785227,0.017098713747144098,0.24286520869506362,0.2646329200541785,0.43906448491399414
0.03,4,15.0,5,0.11587782276785227,0.017098713747144098,0.24286520869506362,0.2646329200541785,0.43906448491399414
0.03,5,15.0,5,0.11587782276785227,0.017098713747144098,0.24286520869506362,0.2646329200541785,0.43906448491399414
0.03,6,15.0,5,0.11587782276785227,0.017098713747144098,0.24286520869506362,0.2646329200541785,0.43906448491399414
0.03,7,15.0,5,0.11587782276785227,0.017098713747144098,0.24286520869506362,0.2646329200541785,0.43906448491399414
0.03,8,15.0,5,0.11587782276785227,0.017098713747144098,0.24286520869506362,0.2646329200541785,0.43906448491399414
0.03,9,15.0,5,0.11587782276785227,0.017098713747144098,0.24286520869506362,0.2646329200541785,0.43906448491399414
0.04,0,15.0,5,0.07721648431060057,0.008498901506743367,0.25608684099638696,0.2642074280715286,0.46537563485633937
0.04,1,15.0,5,0.07721648431060057,0.008498901506743367,0.25608684099638696,0.2642074280715286,0.46537563485633937
0.04,2,15.0,5,0.07721648431060057,0.008498901506743367,0.25608684099638696,0.2642074280715286,0.46537563485633937
0.04,3,15.0,5,0.07721648431060057,0.008498901506743367,0.25608684099638696,0.2642074280715286,0.46537563485633937
0.04,4,15.0,5,0.07721648431060057,0.008498901506743367,0.25608684099638696,0.2642074280715286,0.46537563485633937
