alpha,run,te_delta,substrate_robustness,polarization_mean,variant_te_deltas
0.0,0,0.8118813157484024,0.9999331366192448,0.05427928768385194,"[np.float64(0.8117278952834817), np.float64(0.8118075112521961), np.float64(0.81180179237286)]"
0.0,1,0.8118813157484024,0.9999331366192448,0.05427928768385194,"[np.float64(0.8117278952834817), np.float64(0.8118075112521961), np.float64(0.81180179237286)]"
0.0,2,0.8118813157484024,0.9999331366192448,0.05427928768385194,"[np.float64(0.8117278952834817), np.float64(0.8118075112521961), np.float64(0.81180179237286)]"
0.0,3,0.8118813157484024,0.9999331366192448,0.05427928768385194,"[np.float64(0.8117278952834817), np.float64(0.8118075112521961), np.float64(0.81180179237286)]"
0.0,4,0.8120287436900878,0.9998809550507929,0.036522233419357175,"[np.float64(0.8117999775102407), np.float64(0.8118468198075155), np.float64(0.8117875679483428)]"
0.0,5,0.8120287436900878,0.9998809550507929,0.036522233419357175,"[np.float64(0.8117999775102407), np.float64(0.8118468198075155), np.float64(0.8117875679483428)]"
0.0,6,0.8120287436900878,0.9998809550507929,0.036522233419357175,"[np.float64(0.8117999775102407), np.float64(0.8118468198075155), np.float64(0.8117875679483428)]"
0.0,7,0.8120287436900878,0.9998809550507929,0.036522233419357175,"[np.float64(0.8117999775102407), np.float64(0.8118468198075155), np.float64(0.8117875679483428)]"
0.0,8,0.8118659916549991,0.9997224196042687,0.03848838889685705,"[np.float64(0.8117290940956345), np.float64(0.8112738294188656), np.float64(0.8117430688579637)]"
0.0,9,0.8118659916549991,0.9997224196042687,0.03848838889685705,"[np.float64(0.8117290940956345), np.float64(0.8112738294188656), np.float64(0.8117430688579637)]"
0.1,0,0.8117546105327702,0.9996265939830292,0.21343376076447126,"[np.float64(0.810952895998108), np.float64(0.8113042054774515), np.float64(0.8115799439103343)]"
0.1,1,0.8117546105327702,0.9996265939830292,0.21343376076447126,"[np.float64(0.810952895998108), np.float64(0.8113042054774515), np.float64(0.8115799439103343)]"
