alpha,run,te_delta,substrate_robustness,polarization_mean,variant_te_deltas
1.0,6,0.8550958028657913,0.9999199358214759,0.2570060939295008,"[np.float64(0.8552174060622597), np.float64(0.8552849107596926), np.float64(0.855176742846917)]"
1.0,7,0.8550958028657913,0.9999199358214759,0.2570060939295008,"[np.float64(0.8552174060622597), np.float64(0.8552849107596926), np.float64(0.855176742846917)]"
1.0,8,0.8550958028657913,0.9999199358214759,0.2570060939295008,"[np.float64(0.8552174060622597), np.float64(0.8552849107596926), np.float64(0.855176742846917)]"
1.0,9,0.8550958028657913,0.9999199358214759,0.2570060939295008,"[np.float64(0.8552174060622597), np.float64(0.8552849107596926), np.float64(0.855176742846917)]"
1.1,0,0.8551064751607554,0.9999221928003106,0.24662279354598937,"[np.float64(0.8552340124856345), np.float64(0.8552790298596963), np.float64(0.855159065197053)]"
1.1,1,0.8551064751607554,0.9999221928003106,0.24662279354598937,"[np.float64(0.8552340124856345), np.float64(0.8552790298596963), np.float64(0.855159065197053)]"
1.1,2,0.8553241032219462,0.9997980619108014,0.0706688691792148,"[np.float64(0.854837664814678), np.float64(0.8550772613368455), np.float64(0.855044242146634)]"
1.1,3,0.8553241032219462,0.9997980619108014,0.0706688691792148,"[np.float64(0.854837664814678), np.float64(0.8550772613368455), np.float64(0.855044242146634)]"
1.1,4,0.8553241032219462,0.9997980619108014,0.0706688691792148,"[np.float64(0.854837664814678), np.float64(0.8550772613368455), np.float64(0.855044242146634)]"
1.1,5,0.8553241032219462,0.9997980619108014,0.0706688691792148,"[np.float64(0.854837664814678), np.float64(0.8550772613368455), np.float64(0.855044242146634)]"
1.1,6,0.8553241032219462,0.9997980619108014,0.0706688691792148,"[np.float64(0.854837664814678), np.float64(0.8550772613368455), np.float64(0.855044242146634)]"
1.1,7,0.8553241032219462,0.9997980619108014,0.0706688691792148,"[np.float64(0.854837664814678), np.float64(0.8550772613368455), np.float64(0.855044242146634)]"
1.1,8,0.8553241032219462,0.9997980619108014,0.0706688691792148,"[np.float64(0.854837664814678), np.float64(0.8550772613368455), np.float64(0.855044242146634)]"
1.1,9,0.8553241032219462,0.9997980619108014,0.0706688691792148,"[np.float64(0.854837664814678), np.float64(0.8550772613368455), np.float64(0.855044242146634)]"
1.2000000000000002,0,0.855316047758522,0.999804649458572,0.09352861420053096,"[np.float64(0.8548516418300058), np.float64(0.855081951139232), np.float64(0.8550123400573011)]"
1.2000000000000002,1,0.855316047758522,0.999804649458572,0.09352861420053096,"[np.float64(0.8548516418300058), np.float64(0.855081951139232), np.float64(0.8550123400573011)]"
1.2000000000000002,2,0.855316047758522,0.999804649458572,0.09352861420053096,"[np.float64(0.8548516418300058), np.float64(0.855081951139232), np.float64(0.8550123400573011)]"
1.2000000000000002,3,0.855316047758522,0.999804649458572,0.09352861420053096,"[np.float64(0.8548516418300058), np.float64(0.855081951139232), np.float64(0.8550123400573011)]"
1.2000000000000002,4,0.855316047758522,0.999804649458572,0.09352861420053096,"[np.float64(0.8548516418300058), np.float64(0.855081951139232), np.float64(0.8550123400573011)]"
1.2000000000000002,5,0.855316047758522,0.999804649458572,0.09352861420053096,"[np.float64(0.8548516418300058), np.float64(0.855081951139232), np.float64(0.8550123400573011)]"
1.2000000000000002,6,0.855316047758522,0.999804649458572,0.09352861420053096,"[np.float64(0.8548516418300058), np.float64(0.855081951139232), np.float64(0.8550123400573011)]"
1.2000000000000002,7,0.855316047758522,0.999804649458572,0.09352861420053096,"[np.float64(0.8548516418300058), np.float64(0.855081951139232), np.float64(0.8550123400573011)]"
1.2000000000000002,8,0.8550720255714334,0.9998821072871746,0.13052658925535565,"[np.float64(0.85525545767773), np.float64(0.8550284341805442), np.float64(0.8549941647094345)]"
1.2000000000000002,9,0.8550720255714334,0.9998821072871746,0.13052658925535565,"[np.float64(0.85525545767773), np.float64(0.8550284341805442), np.float64(0.8549941647094345)]"
1.3,0,0.8550543348641468,0.9998844705543505,0.14328852916578588,"[np.float64(0.855248237493276), np.float64(0.8550137300621204), np.float64(0.8550046249435408)]"
1.3,1,0.8550543348641468,0.9998844705543505,0.14328852916578588,"[np.float64(0.855248237493276), np.float64(0.8550137300621204), np.float64(0.8550046249435408)]"
1.3,2,0.8550543348641468,0.9998844705543505,0.14328852916578588,"[np.float64(0.855248237493276), np.float64(0.8550137300621204), np.float64(0.8550046249435408)]"
1.3,3,0.8550543348641468,0.9998844705543505,0.14328852916578588,"[np.float64(0.855248237493276), np.float64(0.8550137300621204), np.float64(0.8550046249435408)]"
1.3,4,0.8550543348641468,0.9998844705543505,0.14328852916578588,"[np.float64(0.855248237493276), np.float64(0.8550137300621204), np.float64(0.8550046249435408)]"
1.3,5,0.8550543348641468,0.9998844705543505,0.14328852916578588,"[np.float64(0.855248237493276), np.float64(0.8550137300621204), np.float64(0.8550046249435408)]"
1.3,6,0.8550543348641468,0.9998844705543505,0.14328852916578588,"[np.float64(0.855248237493276), np.float64(0.8550137300621204), np.float64(0.8550046249435408)]"
1.3,7,0.8550543348641468,0.9998844705543505,0.14328852916578588,"[np.float64(0.855248237493276), np.float64(0.8550137300621204), np.float64(0.8550046249435408)]"
1.3,8,0.8550543348641468,0.9998844705543505,0.14328852916578588,"[np.float64(0.855248237493276), np.float64(0.8550137300621204), np.float64(0.8550046249435408)]"
1.3,9,0.8550543348641468,0.9998844705543505,0.14328852916578588,"[np.float64(0.855248237493276), np.float64(0.8550137300621204), np.float64(0.8550046249435408)]"
1.4000000000000001,0,0.8550528007065282,0.9998948342423865,0.14339126271932728,"[np.float64(0.8552324888570152), np.float64(0.8550195553151022), np.float64(0.8550114192012684)]"
1.4000000000000001,1,0.8550528007065282,0.9998948342423865,0.14339126271932728,"[np.float64(0.8552324888570152), np.float64(0.8550195553151022), np.float64(0.8550114192012684)]"
1.4000000000000001,2,0.8550528007065282,0.9998948342423865,0.14339126271932728,"[np.float64(0.8552324888570152), np.float64(0.8550195553151022), np.float64(0.8550114192012684)]"
1.4000000000000001,3,0.8550528007065282,0.9998948342423865,0.14339126271932728,"[np.float64(0.8552324888570152), np.float64(0.8550195553151022), np.float64(0.8550114192012684)]"
1.4000000000000001,4,0.8548737111823388,0.9998091717178502,0.26351429847264224,"[np.float64(0.8550819789057383), np.float64(0.8549622086903529), np.float64(0.8546367680330476)]"
1.4000000000000001,5,0.8548737111823388,0.9998091717178502,0.26351429847264224,"[np.float64(0.8550819789057383), np.float64(0.8549622086903529), np.float64(0.8546367680330476)]"
1.4000000000000001,6,0.8548737111823388,0.9998091717178502,0.26351429847264224,"[np.float64(0.8550819789057383), np.float64(0.8549622086903529), np.float64(0.8546367680330476)]"
1.4000000000000001,7,0.8548737111823388,0.9998091717178502,0.26351429847264224,"[np.float64(0.8550819789057383), np.float64(0.8549622086903529), np.float64(0.8546367680330476)]"
1.4000000000000001,8,0.8548737111823388,0.9998091717178502,0.26351429847264224,"[np.float64(0.8550819789057383), np.float64(0.8549622086903529), np.float64(0.8546367680330476)]"
1.4000000000000001,9,0.8548737111823388,0.9998091717178502,0.26351429847264224,"[np.float64(0.8550819789057383), np.float64(0.8549622086903529), np.float64(0.8546367680330476)]"
1.5,0,0.8548527376708942,0.9998149503421325,0.2777226611445982,"[np.float64(0.8550594684178028), np.float64(0.8549059105270815), np.float64(0.8546188522891837)]"
1.5,1,0.8548527376708942,0.9998149503421325,0.2777226611445982,"[np.float64(0.8550594684178028), np.float64(0.8549059105270815), np.float64(0.8546188522891837)]"
1.5,2,0.8548527376708942,0.9998149503421325,0.2777226611445982,"[np.float64(0.8550594684178028), np.float64(0.8549059105270815), np.float64(0.8546188522891837)]"
1.5,3,0.8548527376708942,0.9998149503421325,0.2777226611445982,"[np.float64(0.8550594684178028), np.float64(0.8549059105270815), np.float64(0.8546188522891837)]"
1.5,4,0.8548527376708942,0.9998149503421325,0.2777226611445982,"[np.float64(0.8550594684178028), np.float64(0.8549059105270815), np.float64(0.8546188522891837)]"
1.5,5,0.8548527376708942,0.9998149503421325,0.2777226611445982,"[np.float64(0.8550594684178028), np.float64(0.8549059105270815), np.float64(0.8546188522891837)]"
1.5,6,0.8548527376708942,0.9998149503421325,0.2777226611445982,"[np.float64(0.8550594684178028), np.float64(0.8549059105270815), np.float64(0.8546188522891837)]"
1.5,7,0.8548527376708942,0.9998149503421325,0.2777226611445982,"[np.float64(0.8550594684178028), np.float64(0.8549059105270815), np.float64(0.8546188522891837)]"
1.5,8,0.8548527376708942,0.9998149503421325,0.2777226611445982,"[np.float64(0.8550594684178028), np.float64(0.8549059105270815), np.float64(0.8546188522891837)]"
1.5,9,0.8548527376708942,0.9998149503421325,0.2777226611445982,"[np.float64(0.8550594684178028), np.float64(0.8549059105270815), np.float64(0.8546188522891837)]"
1.6,0,0.8549699837925478,0.9999455748899838,0.16810745934471488,"[np.float64(0.8550489209397237), np.float64(0.8550255023566657), np.float64(0.8550994578395874)]"
1.6,1,0.8549699837925478,0.9999455748899838,0.16810745934471488,"[np.float64(0.8550489209397237), np.float64(0.8550255023566657), np.float64(0.8550994578395874)]"
1.6,2,0.8549699837925478,0.9999455748899838,0.16810745934471488,"[np.float64(0.8550489209397237), np.float64(0.8550255023566657), np.float64(0.8550994578395874)]"
1.6,3,0.8549699837925478,0.9999455748899838,0.16810745934471488,"[np.float64(0.8550489209397237), np.float64(0.8550255023566657), np.float64(0.8550994578395874)]"
1.6,4,0.8549699837925478,0.9999455748899838,0.16810745934471488,"[np.float64(0.8550489209397237), np.float64(0.8550255023566657), np.float64(0.8550994578395874)]"
1.6,5,0.8549699837925478,0.9999455748899838,0.16810745934471488,"[np.float64(0.8550489209397237), np.float64(0.8550255023566657), np.float64(0.8550994578395874)]"
1.6,6,0.8549699837925478,0.9999455748899838,0.16810745934471488,"[np.float64(0.8550489209397237), np.float64(0.8550255023566657), np.float64(0.8550994578395874)]"
1.6,7,0.8549699837925478,0.9999455748899838,0.16810745934471488,"[np.float64(0.8550489209397237), np.float64(0.8550255023566657), np.float64(0.8550994578395874)]"
1.6,8,0.8549699837925478,0.9999455748899838,0.16810745934471488,"[np.float64(0.8550489209397237), np.float64(0.8550255023566657), np.float64(0.8550994578395874)]"
1.6,9,0.8549699837925478,0.9999455748899838,0.16810745934471488,"[np.float64(0.8550489209397237), np.float64(0.8550255023566657), np.float64(0.8550994578395874)]"
